ticker,date,time,headline,url
AMD,Jun-04-26,01:35PM,Cathie Wood Makes a Major Move Into Alphabet,https://finance.yahoo.com/markets/stocks/articles/cathie-wood-makes-major-move-173547378.html
AMD,Jun-04-26,10:57AM,Broadcom's Stock Sinks Despite Solid Earnings. Other Chip Stocks Are Sliding Too.,https://finance.yahoo.com/m/42bcd8ed-ec05-3320-bf68-fe0e5363d223/broadcom%27s-stock-sinks.html
AMD,Jun-04-26,10:34AM,Broadcom Stock Punished Over Lack of AI Guidance Boost,https://www.wsj.com/livecoverage/stock-market-today-dow-sp-500-nasdaq-06-04-2026/card/broadcom-s-stock-slump-threatens-to-wipe-a-huge-chunk-of-market-value-9qdgPiBzAaIuvKnUcsjK?mod=wsj_FV
AMD,Jun-04-26,09:57AM,"S&P 500, Nasdaq dip as Broadcom revenue miss dents chip stocks",https://finance.yahoo.com/markets/stocks/articles/nasdaq-futures-lead-declines-broadcom-095000661.html
AMD,Jun-04-26,09:01AM,"Intel, AMD, Micron shares sink as Broadcom results spark semiconductor sector sell-off",https://finance.yahoo.com/markets/article/intel-amd-micron-shares-sink-as-broadcom-results-spark-semiconductor-sector-sell-off-130128609.html
AMD,Jun-04-26,08:55AM,Why Nvidia Stock Is Riding the Chip Selloff Better Than Its Rivals,https://www.barrons.com/articles/nvidia-stock-price-broadcom-392a3598?mod=bar_FV
AMD,Jun-04-26,02:50AM,TSMC Warns Chip Supply Wont Meet AI-Fueled Demand for Years,https://finance.yahoo.com/sectors/technology/articles/tsmc-ceo-warns-chip-supply-024746123.html
AMD,Jun-04-26,02:27AM,"GOOGL Stock Rises Overnight: Cathie Wood's ARK Buys $96M While Trimming AMD, BIDU Stakes",https://finance.yahoo.com/m/b2200802-1cc6-30f8-abbd-513e72b575ff/googl-stock-rises-overnight%3A.html
AMD,Jun-03-26,04:12PM,AMD Rises as Agentic AI Lifts Chip Demand,https://finance.yahoo.com/sectors/technology/articles/amd-rises-agentic-ai-lifts-201214549.html
AMD,Jun-03-26,11:37AM,Can AVGO Stock Live Up To Its Multiple?,https://finance.yahoo.com/m/a97b7129-1492-3bc5-8221-261b0957b288/can-avgo-stock-live-up-to-its.html
AMD,Jun-03-26,11:31AM,Why Advanced Micro Devices Could Be the Next $1 Trillion Stock,https://www.barrons.com/articles/advanced-micro-devices-next-1-trillion-stock-c08a1f2f?mod=bar_FV
AMD,Jun-03-26,10:57AM,"Chip stocks continue to push higher as Applied Materials, Western Digital reach key market-cap levels",https://www.marketwatch.com/livecoverage/stock-market-today-s-p-500-nine-session-win-streak-on-the-line-as-dow-and-nasdaq-set-to-ease/card/chip-stocks-continue-to-push-higher-as-applied-materials-western-digital-reach-key-market-cap-levels-6MA31auCZoaHrfcP097R?mod=mw_FV
AMD,Jun-03-26,10:50AM,Micron Stock's Next Leg Higher Could Hinge On A New Kind of Deal,https://finance.yahoo.com/m/dc405ae9-a61f-3faf-bb32-ec073e078286/micron-stock%27s-next-leg.html
AMD,Jun-03-26,10:28AM,"Nvidia, The Laggard Who Won",https://finance.yahoo.com/m/c9c7a9d5-1ad8-3e3a-946c-57c7b27549b9/nvidia%2C-the-laggard-who-won.html
AMD,Jun-03-26,09:27AM,NVIDIA Stock And The Eight-Billion-Dollar Distraction,https://finance.yahoo.com/m/d8e2e1e3-b036-3886-84f8-7e24a86bf4d1/nvidia-stock-and-the.html
AMD,Jun-03-26,08:44AM,"AMD CFO Says Agentic AI Is Driving 'Tremendous' CPU Demand, Reaffirms $120B Market Opportunity",https://finance.yahoo.com/m/118953c3-5277-3fc1-ac11-374fdb5493b3/amd-cfo-says-agentic-ai-is.html
AMD,Jun-03-26,08:37AM,Intel Stock Jumps After 5-Day Losing Streak as Markets Get a Reminder of Its CPU Strength,https://www.barrons.com/articles/intel-stock-cpu-chips-ai-amd-47766f25?mod=bar_FV
AMD,Jun-03-26,07:27AM,"Intel, Marvell, Palo Alto and More Stocks That Explain Today's Market",https://www.barrons.com/articles/stock-movers-53a4b76f?mod=bar_FV
AMD,Jun-02-26,03:19PM,Super Micro Jumps After $2 Billion AI Deal and Major Computex Unveils,https://finance.yahoo.com/markets/stocks/articles/super-micro-jumps-2-billion-191952570.html
AMD,Jun-02-26,11:02AM,What Is The Market Really Expecting From AVGO Stock?,https://finance.yahoo.com/m/e56f931a-8cfc-3066-85b1-7165cf87d793/what-is-the-market-really.html
AMD,Jun-02-26,10:59AM,"Arm Names ByteDance, Oracle as AI CPU Customers",https://finance.yahoo.com/sectors/technology/articles/arm-names-bytedance-oracle-ai-145912030.html
AMD,Jun-02-26,10:56AM,Cathie Wood Is Buying Nvidia and Dumping This AI Chip Giant,https://finance.yahoo.com/markets/stocks/articles/cathie-wood-buying-nvidia-dumping-145622858.html
AMD,Jun-02-26,09:06AM,Why a massive Nvidia stock rally may be just getting started,https://finance.yahoo.com/sectors/technology/article/why-a-massive-nvidia-stock-rally-may-be-just-getting-started-130659463.html
AMD,Jun-02-26,08:07AM,AMD Joins DriveNets Funding Round,https://finance.yahoo.com/sectors/technology/articles/amd-joins-drivenets-funding-round-120718820.html
AMD,Jun-02-26,07:13AM,SMCI Stock Rises Premarket  Whats The AMD And Arm Connection?,https://finance.yahoo.com/m/bdde1298-94f3-35f6-b70e-ad1324eb83cd/smci-stock-rises-premarket-%E2%80%93.html
AMD,Jun-02-26,06:21AM,"Nvidia Stock Pops as Cathie Wood's ARK Piles In, Sells This Rival Chip Maker's Shares",https://www.barrons.com/articles/nvidia-stock-price-amd-cathie-wood-ark-441763e8?mod=bar_FV
AMD,Jun-02-26,05:30AM,Why 'Nvidia Inside' Can Work in the PC Market,https://www.wsj.com/tech/why-nvidia-inside-can-work-in-the-pc-market-c5ab3111?mod=wsj_FV
AMD,Jun-02-26,03:57AM,Jensen Huang: Nvidia can fuel AI growth despite supply constraints,https://finance.yahoo.com/video/jensen-huang-nvidia-fuel-ai-075727361.html
AMD,Jun-02-26,02:30AM,Even Nvidia Will Struggle to Save the PC,https://www.barrons.com/articles/nvidia-spark-pc-chip-dell-hp-windows-66ce2096?mod=bar_FV
AMD,Jun-02-26,12:04AM,Cathie Wood's ARK Loads Up NVDA Stock Amid PC Chip Boost  And Sold $57M In AMD,https://finance.yahoo.com/m/358d1324-03d7-3b29-a16b-bba0a91ac7cd/cathie-wood%27s-ark-loads-up.html
AMD,Jun-01-26,11:33PM,Nvidia Boss Says Workers Should Be Paid as Much as Possible,https://finance.yahoo.com/sectors/technology/articles/nvidia-boss-says-workers-paid-033316009.html
AMD,Jun-01-26,09:21PM,Nvidia CEO says has capacity to supply robust CPU and GPU growth,https://finance.yahoo.com/sectors/technology/articles/nvidia-ceo-says-capacity-supply-012113571.html
AMD,Jun-01-26,05:36PM,"DriveNets secures $410 million in latest funding round, AMD joins as investor",https://finance.yahoo.com/markets/stocks/articles/drivenets-secures-410-million-latest-213657645.html
AMD,Jun-01-26,04:17PM,Nvidia Is Taking On Intel and AMD With AI Chip for Computers,https://finance.yahoo.com/news/nvidia-enters-windows-laptop-market-taking-on-intel-and-amd-042523139.html
AMD,Jun-01-26,02:35PM,AMD Target Raised as AI CPU Demand Builds,https://finance.yahoo.com/sectors/technology/articles/amd-target-raised-ai-cpu-183554961.html
AMD,Jun-01-26,01:40PM,"Nvidia Stock Jumps After New PC Push Triggers Selloff in Intel, AMD",https://finance.yahoo.com/markets/stocks/articles/nvidia-stock-jumps-pc-push-174043570.html
AMD,Jun-01-26,01:24PM,Nvidia Debuts RTX Spark Superchip for AI PCs,https://finance.yahoo.com/sectors/technology/articles/nvidia-debuts-rtx-spark-superchip-172431520.html
AMD,Jun-01-26,12:50PM,Intel Plans AI Data Center Chip Launch,https://finance.yahoo.com/sectors/technology/articles/intel-plans-ai-data-center-165057816.html
AMD,Jun-01-26,12:33PM,How Qualcomm Cashes In On The $600 Billion AI Binge,https://finance.yahoo.com/m/20c2524b-eae1-321b-a2ba-ccee249c1f95/how-qualcomm-cashes-in-on-the.html
AMD,Jun-01-26,11:50AM,"Wall St hovers near record highs as Nvidia, tech gains eclipse Iran war anxiety",https://finance.yahoo.com/markets/stocks/articles/us-stock-futures-rise-ai-111509327.html
AMD,Jun-01-26,11:29AM,"Intel, AMD, Qualcomm shares slide as Nvidia crashes the PC chip market",https://finance.yahoo.com/m/ba8841e4-a368-30dd-b7ae-8e50ae48f5ae/intel%2C-amd%2C-qualcomm-shares.html
AMD,Jun-01-26,11:02AM,The real winners of Nvidia's new AI superchip,https://finance.yahoo.com/video/real-winners-nvidias-ai-superchip-150231000.html
AMD,Jun-01-26,10:29AM,Nvidia Says Vera Is 1.8 Times Faster Than x86 Chips,https://finance.yahoo.com/sectors/technology/articles/nvidia-says-vera-1-8-142954193.html
AMD,Jun-01-26,10:26AM,Nvidia Unveils RTX Spark as Arm Surges 14% on PC Push,https://finance.yahoo.com/sectors/technology/articles/nvidia-unveils-rtx-spark-arm-142621570.html
AMD,Jun-01-26,10:22AM,The value Nvidia's new chips will add to Windows PCs,https://finance.yahoo.com/video/value-nvidias-chips-add-windows-142208000.html
AMD,Jun-01-26,10:17AM,Nvidia Pushes Into PCs With New Arm Chip,https://finance.yahoo.com/sectors/technology/articles/nvidia-pushes-pcs-arm-chip-141743781.html
AMD,Jun-01-26,10:00AM,"Stocks to Watch: Nvidia, Qualcomm, Taylor Morrison, MGM",https://www.wsj.com/livecoverage/stock-market-today-dow-sp-500-nasdaq-06-01-2026/card/stocks-to-watch-nvidia-qualcomm-easyjet-EY6xaRyuak2yzl1xN5Aq?mod=wsj_FV
AMD,Jun-01-26,09:59AM,Nvidia RTX Spark Targets Intel and AMD PC Dominance,https://finance.yahoo.com/sectors/technology/articles/nvidia-rtx-spark-targets-intel-135951708.html
AMD,Jun-01-26,09:38AM,Nvidia to enter personal computers with new chip reveals at Computex,https://finance.yahoo.com/video/nvidia-enter-personal-computers-chip-133833728.html
AMD,Jun-01-26,09:14AM,Why Arm Stock Is the Big Winner From Nvidia's Chip Announcement,https://www.barrons.com/articles/arm-stock-price-nvidia-chip-aad79358?mod=bar_FV
AMD,Jun-01-26,09:10AM,Nvidia Stock: A Path To $10 Trillion?,https://finance.yahoo.com/m/bd64b380-7535-331d-99e5-9db349cd6990/nvidia-stock%3A-a-path-to-%2410.html
AMD,Jun-01-26,09:09AM,"Microsoft, Dell and HP stocks rise as Nvidia announces new AI chip for personal computers",https://finance.yahoo.com/markets/article/microsoft-dell-and-hp-stocks-rise-as-nvidia-announces-new-ai-chip-for-personal-computers-130915506.html
AMD,Jun-01-26,09:08AM,Nvidia CEO Jensen Huang just perfectly explained the AI stock boom,https://finance.yahoo.com/markets/article/nvidia-ceo-jensen-huang-just-perfectly-explained-the-ai-stock-boom-130835624.html
AMD,Jun-01-26,08:58AM,"If It Walks Like a Bubble and Quacks Like a Bubble, Then It's Probably a Bubble",https://www.barrons.com/articles/stock-market-bubble-spacex-ipo-anthropic-openai-5458adad?mod=bar_FV
AMD,Jun-01-26,08:50AM,The Chip Rally Has Gone Parabolic. It's Time to Separate the Pillars From the Pretenders.,https://www.barrons.com/articles/chip-stock-rally-2026-nvidia-amd-broadcom-tsm-micron-df290dbc?mod=bar_FV
AMD,Jun-01-26,06:55AM,"Nvidia, Intel, Qualcomm, Microsoft, and More Stocks That Explain the Market Today",https://www.barrons.com/articles/stock-movers-e68464a6?mod=bar_FV
AMD,Jun-01-26,06:44AM,Nvidias new RTX Spark PC chip moves chipmakers and tech stocks,https://finance.yahoo.com/sectors/technology/articles/nvidia-rtx-spark-pc-chip-104450321.html
AMD,Jun-01-26,06:03AM,"Premarket movers: Qualcomm, Intel and AMD slump on new Nvidia chip, while Taylor Morrison jumps",https://www.marketwatch.com/livecoverage/stock-market-today-dow-jones-s-p-500-nasdaq-near-record-highs-us-iran-peace-deal/card/premarket-movers-qualcomm-intel-and-amd-slump-on-new-nvidia-chip-while-taylor-morrison-jumps-ATXEjuKDID1CDpocnH52?mod=mw_FV
AMD,Jun-01-26,05:51AM,"NVDA, AMD, MU, MSFT, ORCL: Dan Ives Lists Stocks In His Shopping Bag Amid Ongoing Memory Supercycle",https://finance.yahoo.com/m/aa9bd620-a7fa-3c1e-8298-4cd99e5a7687/nvda%2C-amd%2C-mu%2C-msft%2C-orcl%3A.html
AMD,Jun-01-26,05:50AM,Wall Street futures gain as AI advances overshadow US-Iran tensions,https://finance.yahoo.com/markets/stocks/articles/wall-street-futures-gain-ai-095009105.html
AMD,Jun-01-26,05:46AM,"INTC, AMD Slide Premarket After Nvidia Unveils New PC Processor  Intels Xeon 6 Data Center CPU Launch Overshadowed",https://finance.yahoo.com/m/ef2ca089-413a-3f20-9559-6f369d02715d/intc%2C-amd-slide-premarket.html
AMD,Jun-01-26,04:16AM,"Nvidia Stock Rises as Takes On Intel, AMD With New PC Chip",https://www.barrons.com/articles/nvidia-stock-price-intel-amd-pc-chip-416d6c97?mod=bar_FV
AMD,Jun-01-26,03:38AM,NVDA Stock Set For Strong Open Today: CEO Unveils First PC Chips At Computex 2026,https://finance.yahoo.com/m/36e3713e-04bc-3273-8638-2702fe4146bf/nvda-stock-set-for-strong.html
AMD,Jun-01-26,01:30AM,"Nvidia debuts RTX Spark processor for Windows laptops, taking aim at Intel, AMD",https://finance.yahoo.com/news/nvidia-debuts-rtx-spark-processor-for-windows-laptops-taking-aim-at-intel-amd-053000567.html
AMD,Jun-01-26,12:56AM,"Nvidia Says Anthropic, OpenAI Among Users of New Vera Chip",https://finance.yahoo.com/sectors/technology/articles/nvidia-says-anthropic-openai-among-041102143.html
AMD,May-31-26,08:29PM,US moves to block Nvidia AI chip sales to Chinese firms outside China,https://finance.yahoo.com/sectors/technology/articles/us-moves-block-nvidia-ai-002939330.html
AMD,May-31-26,07:00PM,U.S. AI Chip Export Clampdown Likely to Pressure Nvidia and AMD Shares at Open,https://finance.yahoo.com/m/3e703cee-77ce-3df5-a216-c217f8993810/u.s.-ai-chip-export-clampdown.html
AMD,May-31-26,04:49PM,Nvidia and AMD face new export limits on China subsidiaries,https://finance.yahoo.com/sectors/technology/articles/nvidia-amd-face-export-limits-204921248.html
AMD,May-31-26,04:09PM,US takes step to halt Nvidia AI chip shipments to Chinese firms outside China,https://finance.yahoo.com/sectors/technology/articles/us-takes-step-halt-nvidia-200939040.html
AMD,May-29-26,07:07PM,Nvidia Dropped a Cryptic Clue About Its Next Big Move Ahead of GTC Event,https://www.barrons.com/articles/nvidia-chips-microsoft-pcs-gtc-3b516c98?mod=bar_FV
AMD,May-29-26,04:22PM,"Nvidia, AMD, & other chip names in focus at Computex 2026",https://finance.yahoo.com/video/nvidia-amd-other-chip-names-202249085.html
AMD,May-29-26,03:46PM,The CEOs of the world's biggest chip companies are descending on Taiwan next week,https://finance.yahoo.com/sectors/technology/article/the-ceos-of-the-worlds-biggest-chip-companies-are-descending-on-taiwan-next-week-194602431.html
AMD,May-29-26,03:41PM,This Risk ETF Is Riding Its Best Seven-Day Stretch in a Year,https://www.barrons.com/livecoverage/stock-market-news-today-052926/card/this-risk-etf-is-riding-best-seven-days-in-a-year-3BM96yzPYwUQnFT5vwgF?mod=bar_FV
AMD,May-29-26,11:51AM,"AMD CEO Lisa Su tells grads they shape the future, not AIand the world doesnt just need people who know how to use powerful tools",https://finance.yahoo.com/sectors/technology/articles/amd-ceo-lisa-su-tells-155107809.html
AMD,May-29-26,10:22AM,AMD Takes Quieter China Path,https://finance.yahoo.com/markets/stocks/articles/amd-takes-quieter-china-path-142209850.html
AMD,May-29-26,08:33AM,AMD Could Be the Biggest Winner in the Next AI Battle,https://finance.yahoo.com/sectors/technology/articles/amd-could-biggest-winner-next-123319729.html
AMD,May-29-26,05:56AM,Samsung ships faster HBM4E chip samples to customers; shares jump,https://finance.yahoo.com/video/samsung-ships-faster-hbm4e-chip-095634411.html
AMD,May-29-26,05:35AM,"Analysis-In China, AMD CEO Lisa Su is understated while Nvidia's Huang is more razzmatazz",https://finance.yahoo.com/news/analysis-china-amd-ceo-lisa-093557623.html
AMD,May-29-26,03:55AM,"At Computex, Nvidia and Taiwan's expanding role in AI infrastructure set to take centre stage",https://finance.yahoo.com/sectors/technology/articles/computex-nvidia-taiwans-expanding-role-075527527.html
AMD,May-28-26,07:18PM,Samsung Electronics ships HBM4E chip samples to global customers,https://finance.yahoo.com/sectors/technology/articles/samsung-electronics-ships-hbm4e-chip-231851910.html
AMD,May-28-26,05:00PM,Rocket One Joins AMD AI Developer Program,https://finance.yahoo.com/sectors/technology/articles/rocket-one-joins-amd-ai-210009157.html
AMD,May-28-26,01:42PM,Semiconductor stocks continue to push higher,https://www.marketwatch.com/livecoverage/stock-market-today-dow-jones-s-p-500-nasdaq-oil-prices-iran-us-strikes-pce-inflation/card/semiconductor-stocks-continue-to-push-higher-D2oTmLwpqkjbpgPFoe82?mod=mw_FV
AMD,May-28-26,09:33AM,RKTO Stock Extends Rally After Landing Its First AI Catalyst  Retail Bulls Are Chasing An AI-Space Dream,https://finance.yahoo.com/m/91028aea-7208-31b7-b7a8-de438532a658/rkto-stock-extends-rally.html
AMD,May-28-26,07:48AM,Nvidia Stock Set for 5-Day Losing Streak. It's Now a Chip Laggard.,https://www.barrons.com/articles/nvidia-stock-price-ai-chips-81fc0440?mod=bar_FV
AMD,May-28-26,06:08AM,"Oracle, Intel, and 8 Stocks That Explain the Market Today",https://www.barrons.com/articles/stock-movers-bbbe40de?mod=bar_FV
AMD,May-28-26,02:20AM,AI boom squeezes optical tech and Huawei makes a chip comeback,https://finance.yahoo.com/sectors/technology/articles/ai-boom-squeezes-optical-tech-062012668.html
AMD,May-28-26,01:50AM,"Exclusive-ByteDance developing custom CPU chips to support AI rollout, sources say",https://finance.yahoo.com/sectors/technology/articles/exclusive-bytedance-developing-custom-cpu-055000517.html
AMD,May-27-26,04:53PM,The surge in chip stocks this year is putting the dot-com rally to shame,https://www.marketwatch.com/story/the-surge-in-chip-stocks-this-year-is-putting-the-dot-com-rally-to-shame-18ab1d24?mod=mw_FV
AMD,May-27-26,04:34PM,"SK Hynix and Micron lead AI boom, join trillion-dollar club",https://finance.yahoo.com/video/sk-hynix-and-micron-lead-ai-boom-join-trillion-dollar-club-203420020.html
AMD,May-27-26,02:06PM,Why Is the US Stock Market Down Today?,https://finance.yahoo.com/m/41d7ce5e-1e76-3101-ad44-9ef267038a1e/why-is-the-us-stock-market.html
